TYPE,CODE,L1_KR,L1_EN,L2_KR,L2_EN,L3_KR,L3_EN,L4_KR,L4_EN
ROH1,PASO0020,가공보조제,Processing Aids,용제,Solvents,추출용 Solvent,Extraction Solvent,,
ROH1,PSOT0010,공정부원료,Processing Materials,기타공정부원료,Others,아이스팩충전재,Icepack Filling,,
ROH1,PSOT9990,공정부원료,Processing Materials,기타공정부원료,Others,기타공정부원료,Other Processing Aids,,
ROH1,SPCS0010,수산가공식품,Seafood Processed,갑각류가공,Crustaceans,게 가공,Processed Crab,,
ROH1,SPCS0020,수산가공식품,Seafood Processed,갑각류가공,Crustaceans,새우가공,Processed Shrimp,,
ROH1,SPCS9990,수산가공식품,Seafood Processed,갑각류가공,Crustaceans,기타갑각류가공,Other Processed Crustaceans,,
ROH1,SPFS0010,수산가공식품,Seafood Processed,어류가공,Fish,가쓰오부시,Katsuobushi,,
ROH1,SPFS0020,수산가공식품,Seafood Processed,어류가공,Fish,조미생선,Seasoned Fish,,
ROH1,SPFS0030,수산가공식품,Seafood Processed,어류가공,Fish,생선추출물,Fish Extract,,
ROH1,SPFS0040,수산가공식품,Seafood Processed,어류가공,Fish,멸치분말,Anchovy Powder,,
ROH1,SPFS0050,수산가공식품,Seafood Processed,어류가공,Fish,멸치엑기스,Anchovy Extract,,
ROH1,SPFS0060,수산가공식품,Seafood Processed,어류가공,Fish,황태&명태가공,Processed Pollock,,
ROH1,SPFS0070,수산가공식품,Seafood Processed,어류가공,Fish,참치엑기스,Tuna Extract,,
ROH1,SPFS9990,수산가공식품,Seafood Processed,어류가공,Fish,기타어류가공,Other Processed Fish,,
ROH1,SPMO0010,수산가공식품,Seafood Processed,연체류가공,Mollusks,오징어가공,Processed Squid,,
ROH1,SPMO9990,수산가공식품,Seafood Processed,연체류가공,Mollusks,기타연체류가공,Other Processed Mollusks,,
ROH1,SPMX0010,수산가공식품,Seafood Processed,혼합해물,Mixed Seafood,혼합해물가공,Mixed Seafood Processed,,
ROH1,SPOT0010,수산가공식품,Seafood Processed,기타수산가공,Others,해물육수,Seafood Base Broth,,
ROH1,SPOT9990,수산가공식품,Seafood Processed,기타수산가공,Others,기타수산가공,Other Fishery Processed,,
ROH1,SPSC0010,수산가공식품,Seafood Processed,액젓,Fish Sauce,까나리액젓,Sand Lance Fish Sauce,,
ROH1,SPSC0020,수산가공식품,Seafood Processed,액젓,Fish Sauce,멸치액젓,Anchovy Fish Sauce,,
ROH1,SPSC0030,수산가공식품,Seafood Processed,액젓,Fish Sauce,새우액젓,Shrimp Fish Sauce,,
ROH1,SPSC9990,수산가공식품,Seafood Processed,액젓,Fish Sauce,기타액젓,Other Fish Sauce,,
ROH1,SPSF0010,수산가공식품,Seafood Processed,조개류가공,Shellfish,조개가공,Processed Shellfish,,
ROH1,SPSF0020,수산가공식품,Seafood Processed,조개류가공,Shellfish,굴가공,Processed Oyster,,
ROH1,SPSF0030,수산가공식품,Seafood Processed,조개류가공,Shellfish,바지락가공,Processed Clam,,
ROH1,SPSF9990,수산가공식품,Seafood Processed,조개류가공,Shellfish,기타조개류가공,Other Processed Shellfish,,
ROH1,SPSW0010,수산가공식품,Seafood Processed,해조류가공,Seaweed,다시마가공,Processed Kelp,,
ROH1,SPSW9990,수산가공식품,Seafood Processed,해조류가공,Seaweed,기타해조류가공,Other Processed Seaweed,,
ROH1,SSCR0010,수산물,Seafood,갑각류,Crustaceans,새우,Shrimp,,
ROH1,SSCR0011,수산물,Seafood,갑각류,Crustaceans,새우,Shrimp,흰다리새우,Vannamei (Whiteleg) 
ROH1,SSCR0012,수산물,Seafood,갑각류,Crustaceans,새우,Shrimp,홍새우,Red Shrimp
ROH1,SSCR0013,수산물,Seafood,갑각류,Crustaceans,새우,Shrimp,판달루스 냉수 새우,Pandalus Coldwater Shrimp
ROH1,SSCR0020,수산물,Seafood,갑각류,Crustaceans,게,Crab,,
ROH1,SSCR0030,수산물,Seafood,갑각류,Crustaceans,가재,Crayfish,,
ROH1,SSCR0040,수산물,Seafood,갑각류,Crustaceans,킹크랩,King Crab,,
ROH1,SSCR0050,수산물,Seafood,갑각류,Crustaceans,랍스터,Lobster,,
ROH1,SSCR9990,수산물,Seafood,갑각류,Crustaceans,기타갑각류,Other Crustaceans,,
ROH1,SSFS0010,수산물,Seafood,어류,Fish,갈치,Gizzard Shad,,
ROH1,SSFS0020,수산물,Seafood,어류,Fish,고등어,Mackerel,,
ROH1,SSFS0030,수산물,Seafood,어류,Fish,굴비,Gulbi,,
ROH1,SSFS0040,수산물,Seafood,어류,Fish,장어,Eel,,
ROH1,SSFS0050,수산물,Seafood,어류,Fish,옥돔,Okdom,,
ROH1,SSFS0060,수산물,Seafood,어류,Fish,조기,Cockroach,,
ROH1,SSFS0070,수산물,Seafood,어류,Fish,참치,Tuna,,
ROH1,SSFS0080,수산물,Seafood,어류,Fish,연어,Salmon,,
ROH1,SSFS0090,수산물,Seafood,어류,Fish,가자미,Flounder,,
ROH1,SSFS0100,수산물,Seafood,어류,Fish,삼치,Spanish Mackerel,,
ROH1,SSFS0110,수산물,Seafood,어류,Fish,임연수,Atka Mackerel,,
ROH1,SSFS0120,수산물,Seafood,어류,Fish,틸라피아,Tilapia,,
ROH1,SSFS0130,수산물,Seafood,어류,Fish,바사,Basa,,
ROH1,SSFS0140,수산물,Seafood,어류,Fish,멸치,Anchovy,,
ROH1,SSFS0150,수산물,Seafood,어류,Fish,명태,Pollock,,
ROH1,SSFS0170,수산물,Seafood,어류,Fish,알&곤이,Fish Roe&Soft Roe,,
ROH1,SSFS9990,수산물,Seafood,어류,Fish,기타생선,Other Fish,,
ROH1,SSMO0010,수산물,Seafood,연체류,Mollusks,낙지,Small Octopus,,
ROH1,SSMO0020,수산물,Seafood,연체류,Mollusks,문어,Octopus,,
ROH1,SSMO0030,수산물,Seafood,연체류,Mollusks,오징어,Squid,,
ROH1,SSMO0031,수산물,Seafood,연체류,Mollusks,오징어,Squid,대왕오징어,Squid (Giant)
ROH1,SSMO0032,수산물,Seafood,연체류,Mollusks,오징어,Squid,살오징어,Squid (Pacific)
ROH1,SSMO0033,수산물,Seafood,연체류,Mollusks,오징어,Squid,갑오징어,Cuttlefish
ROH1,SSMO0034,수산물,Seafood,연체류,Mollusks,오징어,Squid,일반오징어,Common Squid
ROH1,SSMO0040,수산물,Seafood,연체류,Mollusks,주꾸미,Webfoot Octopus,,
ROH1,SSMO9990,수산물,Seafood,연체류,Mollusks,기타연체류,Other Mollusks,,
ROH1,SSOT0010,수산물,Seafood,기타수산물,Others,밀키트수산,Meal Kit Fishery,,
ROH1,SSOT9990,수산물,Seafood,기타수산물,Others,기타수산물,Other Fishery,,
ROH1,SSSF0010,수산물,Seafood,조개류,Shellfish,가리비,Scallop,,
ROH1,SSSF0011,수산물,Seafood,조개류,Shellfish,가리비,Scallop,참가리비,Japanese Scallop
ROH1,SSSF0012,수산물,Seafood,조개류,Shellfish,가리비,Scallop,홍가리비,Red Scallop
ROH1,SSSF0013,수산물,Seafood,조개류,Shellfish,가리비,Scallop,백가리비,White Scallop
ROH1,SSSF0014,수산물,Seafood,조개류,Shellfish,가리비,Scallop,왕가리비,Jumbo Scallop
ROH1,SSSF0020,수산물,Seafood,조개류,Shellfish,바지락,Clam,,
ROH1,SSSF0030,수산물,Seafood,조개류,Shellfish,전복,Abalone,,
ROH1,SSSF0040,수산물,Seafood,조개류,Shellfish,참고둥,Whelk,,
ROH1,SSSF0050,수산물,Seafood,조개류,Shellfish,굴,Oyster,,
ROH1,SSSF0060,수산물,Seafood,조개류,Shellfish,홍합,Mussel,,
ROH1,SSSF0070,수산물,Seafood,조개류,Shellfish,꼬막,Cockle,,
ROH1,SSSF0080,수산물,Seafood,조개류,Shellfish,소라,Conch,,
ROH1,SSSF0090,수산물,Seafood,조개류,Shellfish,대합,Hard Clam,,
ROH1,SSSF0100,수산물,Seafood,조개류,Shellfish,키조개,Pen Shell,,
ROH1,SSSF0110,수산물,Seafood,조개류,Shellfish,우렁이,Freshwater Snail,,
ROH1,SSSF9990,수산물,Seafood,조개류,Shellfish,기타조개류,Other Shellfish,,
ROH1,SSSU0010,수산물,Seafood,연육,Surimi,HAKE,Hake,,
ROH1,SSSU0020,수산물,Seafood,연육,Surimi,명태연육,Pollock Surimi,,
ROH1,SSSU0030,수산물,Seafood,연육,Surimi,이또요리,Itoyori,,
ROH1,SSSU0040,수산물,Seafood,연육,Surimi,정어리연육,Sardine Surimi,,
ROH1,SSSU0050,수산물,Seafood,연육,Surimi,풀치연육,Young Pollack Surimi,,
ROH1,SSSU0060,수산물,Seafood,연육,Surimi,흰살생선연육,White Fish Surimi,,
ROH1,SSSU9990,수산물,Seafood,연육,Surimi,기타연육,Other Surimi,,
ROH1,SSSW0010,수산물,Seafood,해조류,Seaweed,다시마,Kelp,,
ROH1,SSSW0020,수산물,Seafood,해조류,Seaweed,미역,Brown Seaweed,,
ROH1,SSSW0030,수산물,Seafood,해조류,Seaweed,톳,Hijiki,,
ROH1,SSSW0040,수산물,Seafood,해조류,Seaweed,모자반,Sargassum,,
ROH1,SSSW0050,수산물,Seafood,해조류,Seaweed,감태,Ecklonia Cava,,
ROH1,SSSW0060,수산물,Seafood,해조류,Seaweed,파래,Green Laver,,
ROH1,SSSW0070,수산물,Seafood,해조류,Seaweed,매생이,Sea Lettuce,,
ROH1,SSSW0080,수산물,Seafood,해조류,Seaweed,클로렐라,Chlorella,,
ROH1,SSSW0090,수산물,Seafood,해조류,Seaweed,우뭇가사리,Agar,,
ROH1,SSSW0100,수산물,Seafood,해조류,Seaweed,스피룰리나,Spirulina,,
ROH1,SSSW9990,수산물,Seafood,해조류,Seaweed,기타해조류,Other Seaweed,,
ROH1,UTES0010,유틸리티,Utility,에너지 원료,Energy Sources,석탄,Coal,,
ROH1,UTES0020,유틸리티,Utility,에너지 원료,Energy Sources,LNG,LNG,,
ROH1,UTES0030,유틸리티,Utility,에너지 원료,Energy Sources,LPG,LPG,,
ROH1,UTES0040,유틸리티,Utility,에너지 원료,Energy Sources,스팀,Steam,,
ROH1,UTES0050,유틸리티,Utility,에너지 원료,Energy Sources,우드칩,Woodchip,,
ROH2,MECA0010,금속류,Metal,금속캔,Can,스틸캔,Steel Can,,
ROH2,MECA0020,금속류,Metal,금속캔,Can,알미늄캔,Aluminium Can,,
ROH2,MECA0030,금속류,Metal,금속캔,Can,스팸캔,Spam can,,
ROH2,MECA0040,금속류,Metal,금속캔,Can,드럼/배럴,Drum / Barrel,,
ROH2,MECA0050,금속류,Metal,금속캔,Can,에어로졸캔,Aerosol can,,
ROH2,MEOT9990,금속류,Metal,기타 금속류,Other Metal,기타 금속류,Other Metal,,
ROH2,MECL0010,금속류,Metal,마개,Closure,금속캡,Metal Closure,,
ROH2,MECL0020,금속류,Metal,마개,Closure,END,Easy Open End,,
ROH2,OTOT0010,기타포장재,Other Packaging,기타 포장재,Other Packaging,OPP테이프,OPP Tape,,
ROH2,OTOT0020,기타포장재,Other Packaging,기타 포장재,Other Packaging,이너씰,Inner Seal,,
ROH2,OTOT0030,기타포장재,Other Packaging,기타 포장재,Other Packaging,패킹,Packing,,
ROH2,OTOT0040,기타포장재,Other Packaging,기타 포장재,Other Packaging,완충재,Cushion,,
ROH2,OTOT0050,기타포장재,Other Packaging,기타 포장재,Other Packaging,기타 백,Other Bag,,
ROH2,OTOT0060,기타포장재,Other Packaging,기타 포장재,Other Packaging,인디케이터,Indicator,,
ROH2,OTOT0070,기타포장재,Other Packaging,기타 포장재,Other Packaging,PP밴드,PP Strip,,
ROH2,OTOT0080,기타포장재,Other Packaging,기타 포장재,Other Packaging,나무(꼬지/칩),Wood Stick/Chip,,
ROH2,OTOT0090,기타포장재,Other Packaging,기타 포장재,Other Packaging,잉크,Ink,,
ROH2,OTOT0100,기타포장재,Other Packaging,기타 포장재,Other Packaging,먹지,Carbon Paper,,
ROH2,OTOT0110,기타포장재,Other Packaging,기타 포장재,Other Packaging,클립,Clip,,
ROH2,OTOT9990,기타포장재,Other Packaging,기타 포장재,Other Packaging,기타 포장재,Other Packaging,,
ROH2,OTST0010,기타포장재,Other Packaging,선도유지제,Stabilizer,가스흡수제,Gas Absorber,,
ROH2,OTST0020,기타포장재,Other Packaging,선도유지제,Stabilizer,탈산소제,Oxygen absorber,,
ROH2,OTAD0010,기타포장재,Other Packaging,접착제,Adhesive,핫멜트,Hot melt,,
ROH2,OTDE0010,기타포장재,Other Packaging,흡습제,Desiccant,흡습제/실리카겔,Desiccant/Silica Gel,,
ROH2,GLBO0010,유리류,Glass,병,Bottle,유리용기,Glass Bottle,,
ROH2,PAPB0010,종이류,Paper,가공백,Processed Bag,쇼핑백,Paper Shopping Bag,,
ROH2,PAPP0010,종이류,Paper,가공지,Processed Paper,황KP,Yellow Kraft paper,,
ROH2,PAPP0020,종이류,Paper,가공지,Processed Paper,백KP,White kraft paper,,
ROH2,PAPP0030,종이류,Paper,가공지,Processed Paper,패드/낱매지,Paper Sheet,,
ROH2,PAPP0040,종이류,Paper,가공지,Processed Paper,랩핑지,Wrapping Paper,,
ROH2,PAPP0050,종이류,Paper,가공지,Processed Paper,설명지,Instruction sheet,,
ROH2,PAOT0010,종이류,Paper,기타 종이류,Other Paper ,각대,Corner (Pillar),,
ROH2,PAOT0020,종이류,Paper,기타 종이류,Other Paper ,파렛트패드,Pallet Pad,,
ROH2,PAOT9990,종이류,Paper,기타 종이류,Other Paper ,기타 종이류,Other Paper ,,
ROH2,PACL0010,종이류,Paper,마개,Closure,종이 캡,Paper cap,,
ROH2,PACO0010,종이류,Paper,용기,Container,종이컵,Paper Cup,,
ROH2,PACO0020,종이류,Paper,용기,Container,종이팩/카톤팩,Carton pack,,
ROH2,PACO0030,종이류,Paper,용기,Container,테트라팩,Tetra Pack,,
ROH2,PACO0040,종이류,Paper,용기,Container,지관,Paper Can,,
ROH2,PABX0010,종이류,Paper,일반박스,Carton Box,일반박스(RSC),Regular Slotted Case,,
ROH2,PABX0020,종이류,Paper,일반박스,Carton Box,일반박스(톰슨형),Die-cutting Case,,
ROH2,PABX0030,종이류,Paper,일반박스,Carton Box,일반박스(HSC),Half Slotted Case,,
ROH2,PABX0040,종이류,Paper,일반박스,Carton Box,진열용박스,Display Ready/RRP,,
ROH2,PABX0050,종이류,Paper,일반박스,Carton Box,랩어라운드박스,Wrap Around Case,,
ROH2,PABX9990,종이류,Paper,일반박스,Carton Box,기타 박스,Other Carton Boxes,,
ROH2,PACB0010,종이류,Paper,칼라박스,Color Box,칼라박스(RSC),Regular Slotted Case,,
ROH2,PACB0020,종이류,Paper,칼라박스,Color Box,칼라박스(톰슨형),Die-cutting Case,,
ROH2,PACB0030,종이류,Paper,칼라박스,Color Box,칼라박스(HSC),Half Slotted Case,,
ROH2,PABI0010,종이류,Paper,박스부속,Box Inserts,박스간지,Box Partition,,
ROH2,PABI0020,종이류,Paper,박스부속,Box Inserts,박스패드,Box Pad,,
ROH2,PABI9990,종이류,Paper,박스부속,Box Inserts,기타 박스부속,Other Box Inserts,,
ROH2,PASA0010,종이류,Paper,지대,Paper Sack,미싱지대,Stitched Sack,,
ROH2,PASA0020,종이류,Paper,지대,Paper Sack,핀치지대,Pinch Sack,,
ROH2,PASA0030,종이류,Paper,지대,Paper Sack,이지오픈지대,Easy Open Sack,,
ROH2,PASA0040,종이류,Paper,지대,Paper Sack,호첨지대,Valve Sack,,
ROH2,PASA0050,종이류,Paper,지대,Paper Sack,백스지대,Bax Sack,,
ROH2,PASA9990,종이류,Paper,지대,Paper Sack,기타 지대,Other Sack,,
ROH2,PAFD0010,종이류,Paper,지함,Folding Carton,일반지함,Folding Carton,,
ROH2,PAFD0020,종이류,Paper,지함,Folding Carton,중지함,Inner Carton,,
ROH2,PAFD0030,종이류,Paper,지함,Folding Carton,상지함,Top Carton,,
ROH2,PAFD0040,종이류,Paper,지함,Folding Carton,하지함,Bottom Carton,,
ROH2,PAFD0050,종이류,Paper,지함,Folding Carton,싸바리지함,Wrapping Carton,,
ROH2,PAFD0060,종이류,Paper,지함,Folding Carton,슬리브형지함,Sleeve Carton,,
ROH2,PAFD0070,종이류,Paper,지함,Folding Carton,선물세트지함,Gift Set Caton,,
ROH2,PAFD0080,종이류,Paper,지함,Folding Carton,번들지함,Bundle Carton,,
ROH2,PAFD9990,종이류,Paper,지함,Folding Carton,기타 지함,Other Folding Cartons,,
ROH2,PAFI0010,종이류,Paper,지함부속,Folding Carton Inserts,지함간지,Folding Carton Partition,,
ROH2,PAFI0020,종이류,Paper,지함부속,Folding Carton Inserts,지함패드,Folding Carton Pad,,
ROH2,PAFI0030,종이류,Paper,지함부속,Folding Carton Inserts,허니셀,Honey Cell,,
ROH2,PAFI9990,종이류,Paper,지함부속,Folding Carton Inserts,기타 지함부속,Other Folding Carton Inserts,,
ROH2,CACE0010,케이싱,Casing,셀룰로즈,Cellulose,셀룰로즈케이싱,Cellulose Casing,,
ROH2,CANC0010,케이싱,Casing,천연장,Natural Casing,천연장,Natural Casing,,
ROH2,CACG0010,케이싱,Casing,콜라겐,Collagen,콜라겐케이싱,Collagen Casing,,
ROH2,CAFL0010,케이싱,Casing,필름류,Films,필름류,Films,,
ROH2,CAFB0010,케이싱,Casing,화이브러스,Fibrous,화이브러스케이싱,Fibrous Casing,,
ROH2,PLPB0010,플라스틱류,Plastic,가공백,Processed Bag,컨테이너백,Flexible Intermediate Bulk Container,,
ROH2,PLPB0020,플라스틱류,Plastic,가공백,Processed Bag,PP마대,PP Woven Bag,,
ROH2,PLPB0030,플라스틱류,Plastic,가공백,Processed Bag,부직포백,Non-Woven Bag,,
ROH2,PLOT0010,플라스틱류,Plastic,기타 플라스틱류,Other Plastic,기타 트레이,Other Tray,,
ROH2,PLOT0020,플라스틱류,Plastic,기타 플라스틱류,Other Plastic,기타 사출품, Other Injection,,
ROH2,PLOT0030,플라스틱류,Plastic,기타 플라스틱류,Other Plastic,번들백,Bundle Bag,,
ROH2,PLOT0040,플라스틱류,Plastic,기타 플라스틱류,Other Plastic,스트레치필름,Stretch Film,,
ROH2,PLOT0050,플라스틱류,Plastic,기타 플라스틱류,Other Plastic,튜브용기, Tube contatiner,,
ROH2,PLOT9990,플라스틱류,Plastic,기타 플라스틱류,Other Plastic,기타 플라스틱류,Other Plastic,,
ROH2,PLLB0010,플라스틱류,Plastic,라벨,Label,띠라벨,Strip Label,,
ROH2,PLLB0020,플라스틱류,Plastic,라벨,Label,인몰드라벨,In-Mould Label,,
ROH2,PLLB0030,플라스틱류,Plastic,라벨,Label,스티커,Sticker / Adhesive Label,,
ROH2,PLLB0040,플라스틱류,Plastic,라벨,Label,일반 라벨,Label,,
ROH2,PLCL0010,플라스틱류,Plastic,마개,Closure,사출마개,Injection Closure,,
ROH2,PLCL0020,플라스틱류,Plastic,마개,Closure,열성형덮개,Thermoformed Closure,,
ROH2,PLCL0030,플라스틱류,Plastic,마개,Closure,압진공덮개,Vaccum formed cap,,
ROH2,PLCL0040,플라스틱류,Plastic,마개,Closure,펌프,Dispense Pump,,
ROH2,PLMF0010,플라스틱류,Plastic,복합필름,Multilayer Film,BOTTOM,Bottom Film,,
ROH2,PLMF0020,플라스틱류,Plastic,복합필름,Multilayer Film,TOP,Top Film,,
ROH2,PLMF0030,플라스틱류,Plastic,복합필름,Multilayer Film,롤필름,Roll Film,,
ROH2,PLMF0040,플라스틱류,Plastic,복합필름,Multilayer Film,파우치,Pouch,,
ROH2,PLMF0050,플라스틱류,Plastic,복합필름,Multilayer Film,리드필름-일반,Lid Film,,
ROH2,PLMF0060,플라스틱류,Plastic,복합필름,Multilayer Film,리드필름-햇반,Lid Film-Hetbahn,,
ROH2,PLMF9990,플라스틱류,Plastic,복합필름,Multilayer Film,기타 복합필름,Other Multi Film,,
ROH2,PLBT0010,플라스틱류,Plastic,상자/트레이,Box/Tray,압진공트레이,Vacuum Formed Tray,,
ROH2,PLBT0020,플라스틱류,Plastic,상자/트레이,Box/Tray,블리스터,Blister,,
ROH2,PLBT0030,플라스틱류,Plastic,상자/트레이,Box/Tray,플라스틱박스,Plastic Container,,
ROH2,PLBT0040,플라스틱류,Plastic,상자/트레이,Box/Tray,플라스틱케이스,Plastic Carton,,
ROH2,PLBT0050,플라스틱류,Plastic,상자/트레이,Box/Tray,발포상자(EPS),EPS Box,,
ROH2,PLBT0060,플라스틱류,Plastic,상자/트레이,Box/Tray,기타 압진공,Other Vaccum Compression,,
ROH2,PLSF0010,플라스틱류,Plastic,수축필름,Shrink Film,수축필름-외포,Shrink Wrap,,
ROH2,PLSF0020,플라스틱류,Plastic,수축필름,Shrink Film,수축필름-라벨,Shrink Label,,
ROH2,PLSF0030,플라스틱류,Plastic,수축필름,Shrink Film,네크밴드,Neckband,,
ROH2,PLEF0010,플라스틱류,Plastic,압출필름,Extruded Film,압출평판롤,Blown Cut Film,,
ROH2,PLEF0020,플라스틱류,Plastic,압출필름,Extruded Film,압출튜브롤,Blown Tube Film,,
ROH2,PLEF0030,플라스틱류,Plastic,압출필름,Extruded Film,파우치(압출),Blown Pouch,,
ROH2,PLEF0040,플라스틱류,Plastic,압출필름,Extruded Film,파렛트시트,Pallet Sheet,,
ROH2,PLCO0010,플라스틱류,Plastic,용기,Container,압진공용기-일반,Thermoformed,,
ROH2,PLCO0020,플라스틱류,Plastic,용기,Container,압진공용기-햇반,Thermoformed-Hetbahn,,
ROH2,PLCO0030,플라스틱류,Plastic,용기,Container,압출블로우용기(PE),Extrusion Blow Mold Bottle (PE),,
ROH2,PLCO0040,플라스틱류,Plastic,용기,Container,사출블로우용기(PET),Injection Blow Mold Bottle (PET),,
ROH2,PLCO0050,플라스틱류,Plastic,용기,Container,사출용기,Injection Container,,
